title,company,location,posted_time,description,link
Sr C++ Developer - TCP/IP &...,Hyatt Leader,"New York, NY",2 weeks ago,"Senior C++ Developer - NYC You will play a key role in building low-latency, high capacity and error-free multi asset",https://www.dice.com/jobs/detail/Sr-C%2B%2B-Developer-%26%2345-TCP%26%2347IP-%26-Multicast-Hyatt-Leader-New-York-NY-10001/hyattldr/JLBackendjava
Backend Engineer,CyberCoders,"New York City, NY",2 days ago,"Minimum Required Skills: Golang, C/C++, Erlang/Elixir, Distributed Systems & Databases, Paxos/Raft/Zookeeper, Containers (Docker)...",https://www.dice.com/jobs/detail/Backend-Engineer-CyberCoders-New-York-City-NY-10001/cybercod/KW2%26%23451317184270
Senior System Support Engineer,CyberCoders,"New York, NY",2 days ago,"Minimum Required Skills: Debugging tools, Linux, Java, C++, C, Windows, Networking If you have the technical background to keep a",https://www.dice.com/jobs/detail/Senior-System-Support-Engineer-CyberCoders-New-York-NY-10001/cybercod/RO1%26%23451563050101
Controls Engineer ( SCADA & HMI),CyberCoders,"New Orleans, LA",2 days ago,"Minimum Required Skills: SCADA, PLC, 3D CAD, C/C++, Microcontrollers, Rockwell Factory TalkView, Inductive Automation Ignition, Serial...",https://www.dice.com/jobs/detail/Controls-Engineer-%28-SCADA-%26-HMI%29-CyberCoders-New-Orleans-LA-70112/cybercod/DP5%26%23451556045107
Mobile Developer,CyberCoders,"New York City, NY",2 days ago,"Minimum Required Skills: IOS, Android, Cross Platform, Objective-C, Java, SWIFT, HTML5, CSS3 If you are a Mobile Developer with...",https://www.dice.com/jobs/detail/Mobile-Developer-CyberCoders-New-York-City-NY-10001/cybercod/AB4%26%23451560147104
Reliability Engineer - Systems - M,Next Step Systems,"New York, NY",23 hours ago,Reliability Engineer - Systems Fantastic opportunity with a very successful company with cutting-edge technology and a staff...,https://www.dice.com/jobs/detail/Reliability-Engineer-%26%2345-Systems-%26%2345-M-Next-Step-Systems-New-York-NY-10001/NEXIL001/6330063
Software Engineer (Cloud),Information Builders,"New York City, NY",11 hours ago,"We are looking for a Software Engineer to work on our recently launched, Information Builders Cloud. As a Software Engineer,",https://www.dice.com/jobs/detail/Software-Engineer-%28Cloud%29-Information-Builders-New-York-City-NY-10001/infnj001/697167487
iOS / Swift Developer,Cypress Group,"New York, NY",7 days ago,World renowned news and entertainment outlet with global offices is seeking a talented mid-level iOS Developer to join their Mobile,https://www.dice.com/jobs/detail/iOS-%26%2347-Swift-Developer-Cypress-Group-New-York-NY-10001/10121728/JR%26%2345iOS%26%234512
Program/Product Manager,"ConsultNet, LLC","New York, NY",12 hours ago,"Program/Product Manager Location: New York, NY Start Date: Oct 30, 2019 Apply Now Sign Up For Job Alerts Email Job",https://www.dice.com/jobs/detail/Program%26%2347Product-Manager-ConsultNet%2C-LLC-New-York-NY-10001/cxcnetut/19%26%234502180
Entry Level Software Developer,Quintrix Solutions,"New York, NY",3 weeks ago,***Only candidates who do not need sponsorship may apply** Training & Placement Opportunity for Junior Developers (Test Automation...,https://www.dice.com/jobs/detail/Entry-Level-Software-Developer-Quintrix-Solutions-New-York-NY-10001/10503654/QA123
Senior Software Engineer - Java,Manhattan Associates,"New Brunswick, NJ",2 weeks ago,"Analyze, design, develop, test, debug, and/or support specific component of supply chain computer software products for end-user...",https://www.dice.com/jobs/detail/Senior-Software-Engineer-%26%2345-Java-Manhattan-Associates-New-Brunswick-NJ-08901/manhat/6290994
Embedded Systems Engineer,Eliassen Group,"New Bremen, OH",1 week ago,"Embedded Systems Engineer Dayton, OH Salary: $75,000.00-$95,000.00 Job Description: Eliassen Group’s client in the Greater...",https://www.dice.com/jobs/detail/Embedded-Systems-Engineer-Eliassen-Group-New-Bremen-OH-45869/10444409/6234625
IT Trading Developer,Genesis10,"New York, NY",12 hours ago,Genesis10 is seeking an IT Trading Developer for a direct hire position with a financial services client located in New,https://www.dice.com/jobs/detail/IT-Trading-Developer-Genesis10-New-York-NY-10001/gentx001/19%26%234508658
Sr. SharePoint Developer,U.S. Tech Solutions Inc.,"New York, NY",4 days ago,Job Description US Tech Solutions is seeking a Sr. SharePoint Developer for 12+ months Contract with a client in New,https://www.dice.com/jobs/detail/Sr.-SharePoint-Developer-U.S.-Tech-Solutions-Inc.-New-York-NY-10001/usts/6346349
Python Developer,Norgate Technology Inc,"New York, NY",3 days ago,*******Sponsorship is not available for this position************ *****no third party firms********* Employer will not pay for...,https://www.dice.com/jobs/detail/Python-Developer-Norgate-Technology-Inc-New-York-NY-10005/norny001/0426717%26%23454
.NET Full Stack Web Developer with...,Wallstreet Consulting,"New York City, NY",8 minutes ago,".NET Full Stack Web Developer with Angular,Python new york city interview type: In-Person Developer (C, C#, C++, .Net, Web) 5",https://www.dice.com/jobs/detail/.NET-Full-Stack-Web-Developer-with-Angular%2CPython-Wallstreet-Consulting-New-York-City-NY-10259/91017621/2019%26%2345199
Mobile Developer Just in!,Access Staffing,"New York, NY",2 weeks ago,Mobile Developer Just in! Leading global NYC based organization has newly created position for multi-talented Mobile Developer with...,https://www.dice.com/jobs/detail/Mobile-Developer-Just-in%21-Access-Staffing-New-York-NY-10017/accperny/70799143
Entry-Intermediate level Software...,ConsultAdd,"New York, NY",1 week ago,Requirements of the Python Developer Front end experience with Angular as well as React and Django. Back end API services,https://www.dice.com/jobs/detail/Entry%26%2345Intermediate-level-Software-Developer-Python%26%2347Java-ConsultAdd-New-York-NY-10001/10504871/123123
Python Developer with Database...,Virtusoft,"New York, NY",17 hours ago,"Role- Python Developer with Database experience Location- NYC/ Chicago, IL/ Austin, TX Job Details: Experience in Financial Services...",https://www.dice.com/jobs/detail/Python-Developer-with-Database-experience-Virtusoft-New-York-NY-10001/10275679/6346078
Helpdesk Support Analyst,SS & C Technologies Inc,"New York, NY",16 hours ago,"Helpdesk Support Analyst - SS&C Technologies New York, NY, USA SS&C Technologies Holdings, Inc. is a global provider of...",https://www.dice.com/jobs/detail/Helpdesk-Support-Analyst-SS-%26-C-Technologies-Inc-New-York-NY-10001/10185448/6137807
Product Manager,Codeworks L.L.C,"New York, NY",1 week ago,Our DIRECT client is looking for a Product Manager for a contract position in New York City. ** Local candidates,https://www.dice.com/jobs/detail/Product-Manager-Codeworks-L.L.C-New-York-NY-10001/10110708/AG100NY
IT Field Support Technician,Codeworks L.L.C,"New York, NY",1 week ago,Associate's degree (AA) or equivalent from two-year college or technical school and a minimum of two to three years of,https://www.dice.com/jobs/detail/IT-Field-Support-Technician-Codeworks-L.L.C-New-York-NY-10001/10110708/1096%26%23451%26%2332PG
Technical Support Analyst,Codeworks L.L.C,"New York, NY",1 week ago,Job Description: Technicians in this role provide technical support in a call center environment and will include troubleshooting...,https://www.dice.com/jobs/detail/Technical-Support-Analyst-Codeworks-L.L.C-New-York-NY-10001/10110708/RP007
UI Developers - long term contracts,Codeworks L.L.C,"New York, NY",4 days ago,"Position: UI Developer (2) Duration: Long term contract (1 year plus) Location: New York City, Union Square A large Life",https://www.dice.com/jobs/detail/UI-Developers-%26%2345-long-term-contracts-Codeworks-L.L.C-New-York-NY-10001/10110708/eb77889
Dev Ops,"CGI Group, Inc.","New York, NY",28 minutes ago,Meet our professionals CGI: An employer of choice Position Description: The Primary activities for this Dev OPS positon is to,https://www.dice.com/jobs/detail/Dev-Ops-CGI-Group%2C-Inc.-New-York-NY-10007/appblok/2185_J1219%26%23450953
Senior Mobile Engineer - NYC Tech...,Gambit Technologies Inc,"New York, NY",12 hours ago,Summary NYC based tech startup is looking for a Senior Mobile Engineer as they continue to rapidly grow and expand,https://www.dice.com/jobs/detail/Senior-Mobile-Engineer-%26%2345-NYC-Tech-Start%26%2345up-%28200K%2B%29-Gambit-Technologies-Inc-New-York-NY-10001/10116662/MF4409801110
Application Security Engineer -...,BlackFern Recruitment,"New York, NY",20 hours ago,Job Description What's The Role: -You ll be trusted to conduct security assessments from start to finish with minimal assistance.,https://www.dice.com/jobs/detail/Application-Security-Engineer-%26%2345-Penetration-Testing-BlackFern-Recruitment-New-York-NY-10001/91099295/6345206
C++ Developer,Infinity Consulting Solutions,"New York, NY",11 hours ago,"Job Description - C++ Developer The successful candidate will play a key role in building low-latency, high capacity and error-free",https://www.dice.com/jobs/detail/C%2B%2B-Developer-Infinity-Consulting-Solutions-New-York-NY-10001/10143403/19%26%234507124
Senior C++ Developer,Infinity Consulting Solutions,"New York, NY",11 hours ago,"Job Description - Senior C++ Developer This position requires technical proficiency/problem solving as well as an eager attitude,...",https://www.dice.com/jobs/detail/Senior-C%2B%2B-Developer-Infinity-Consulting-Solutions-New-York-NY-10001/10143403/19%26%234506926
Project Analyst,Modis,"New York, NY",9 hours ago,A Fortune 500 company in financial services is seeking a project analyst in the New York City area. This is,https://www.dice.com/jobs/detail/Project-Analyst-Modis-New-York-NY-10286/modfl001a/US_EN_6_913330_1319063
Senior Unity developer,jobfuture.ai,"New York, NY",4 hours ago,"About us Our client's mission is to empower people to be more connected, creative, and productive. Organizations are increasingly...",https://www.dice.com/jobs/detail/Senior-Unity-developer-jobfuture.ai-New-York-NY-10013/91101621/1022
L2/L3 Support Engineer,"CGI Group, Inc.","New York, NY",3 days ago,Meet our professionals CGI: A place to build an IT career Position Description: This position will support in scope applications.,https://www.dice.com/jobs/detail/L2%26%2347L3-Support-Engineer-CGI-Group%2C-Inc.-New-York-NY-10007/appblok/2185_J1219%26%23451819
ServiceNow - Account Executive,Nelson Frank,"New York City, NY",4 days ago,Your new company A ServiceNow partner with a strong northeast presence is looking to expand their brand for 2020 and,https://www.dice.com/jobs/detail/ServiceNow-%26%2345-Account-Executive-Nelson-Frank-New-York-City-NY-10001/10371697X/246568%26%234577
IT Project Delivery Manager,Talent Analytix LLC,"New York, NY",2 weeks ago,"IT Project Delivery Manager New York Up to $900.00 per day (Corp to Corp Independent) Our client, an international organization",https://www.dice.com/jobs/detail/IT-Project-Delivery-Manager-Talent-Analytix-LLC-New-York-NY-10001/90963007/6336319
Lead C++ Engineer,Software Guidance & Assistance,"New York, NY",10 hours ago,"Lead C++ Engineer for a FULL TIME assignment with in New York, NY. My client is seeking a Lead C++",https://www.dice.com/jobs/detail/Lead-C%2B%2B-Engineer-Software-Guidance-%26-Assistance-New-York-NY-10001/sgainc/19%26%234504574
Guest Services Associate,Chenoa Information Services,"New York City, NY",moments ago,"This is an exciting opportunity for Guest Services Associate to work with our direct client based in NYC, NY. Role:",https://www.dice.com/jobs/detail/Guest-Services-Associate-Chenoa-Information-Services-New-York-City-NY-10036/chenj001/19%26%234500254
Devops Architect - NYC,Tephra Inc.,"New York, NY",15 hours ago,We are seeking DevOps Solutions Architect with extensive technical expertise to work with customers' complex business problems. In...,https://www.dice.com/jobs/detail/Devops-Architect-%26%2345-NYC-Tephra-Inc.-New-York-NY-10001/10462853/RJ25019
Program Director,HCL America Inc.,"New Jersey, NJ",9 hours ago,Position Overview:Position Overview The position requires delivery of program of projects globally by managing a team of project...,https://www.dice.com/jobs/detail/Program-Director-HCL-America-Inc.-New-Jersey-NJ-07097/hcl001/614241BR
Cloud Architect (Financial...,PwC,"New York, NY",10 hours ago,"A career in our Cloud and Network Architecture practice, within Cloud Computing and Networking services, will provide you with the",https://www.dice.com/jobs/detail/Cloud-Architect-%28Financial-Services%29-PwC-New-York-NY-10016/10104943/901551
Java or C++ or Python Developer,RMS Computer Corporation,"New York, NY",7 days ago,The Currencies and Commodities business consolidates and expands the firm's electronic market making and algorithmic trade execution....,https://www.dice.com/jobs/detail/Java-or-C%2B%2B-or-Python-Developer-RMS-Computer-Corporation-New-York-NY-10001/gsc/19%26%234501014
DevOps Engineer - Leading...,Affinity North,"New York, NY",1 week ago,Deployment and Runtime Platform is responsible for mission critical production platforms including: Private and public Cloud computing...,https://www.dice.com/jobs/detail/DevOps-Engineer-%26%2345-Leading-Investment-Bank-Affinity-North-New-York-NY-10001/10460281/6300059
Outside Sales Representative- SNI,"Continental Resources, Inc","New York, NY",2 days ago,"Description: Outperform your competition; consider becoming part of our growing family! At ConRes, we believe that a Company is only",https://www.dice.com/jobs/detail/Outside-Sales-Representative%26%2345-SNI-Continental-Resources%2C-Inc-New-York-NY-10123/conres/494
Java/J2EE,CGI,"New York City, NY",1 day ago,Java/J2EE Position Description Hands-on Senior Developer(8+ years) with experience in Enterprise level application development having...,https://www.dice.com/jobs/detail/Java%26%2347J2EE-CGI-New-York-City-NY-10001/cgiamsbot/J1019%26%23450271
.NET full stack developer,Nagarro Inc,"New York, NY",1 month ago,"Location : New York City, NY Job Title : .Net Full Stack Developer Duration: 12+ months Face to Face interview",https://www.dice.com/jobs/detail/.NET-full-stack-developer-Nagarro-Inc-New-York-NY-10001/10171369/6260881
Object Oriented Developer (python),Matlen Silver,"New York, NY",19 hours ago,A Fortune 500 Company is looking to bring on several python developers. ABOUT THE PROJECT: Zinc requires a software engineer,https://www.dice.com/jobs/detail/Object-Oriented-Developer-%28python%29-Matlen-Silver-New-York-NY-10001/matlenny/6110999
Cloud Architect,Top Prospect Group,"New York, NY",3 weeks ago,Top Prospect Group is representing a growing Tech firm in NYC who is in a search for a Cloud Architect,https://www.dice.com/jobs/detail/Cloud-Architect-Top-Prospect-Group-New-York-NY-10001/10415428/6338791
Senior developer with structured...,The Astor Group,"New York, NY",3 weeks ago,Work directly with desk and risk team to gather requirements for structured credit pricing and risk applications and batch jobs.,https://www.dice.com/jobs/detail/Senior-developer-with-structured-products%2C-C%23-and-analytics-The-Astor-Group-New-York-NY-10017/10112409/672058
Software Architect,Isolusa,"New York, NY",3 weeks ago,"Qualified candidates are required to have expertise in: Few of the languages, softwares, and platforms required would include PHP,...",https://www.dice.com/jobs/detail/Software-Architect-Isolusa-New-York-NY-10036/10132687/1245
Sr Solutions Architect,ATSG,"New York, NY",3 weeks ago,"Sr. Solutions Architect Tech Services Company NYC, Long Island, NJ or Westchester About us: Founded in 1994, ATSG is a",https://www.dice.com/jobs/detail/Sr-Solutions-Architect-ATSG-New-York-NY-10001/90823961/job_20191203230632_56B2GDFQXW10JBT7
Software developer,Isolusa,"New York, NY",3 weeks ago,Our company is seeking professional and seasoned website developers who are skilled in all the languages required to develop and,https://www.dice.com/jobs/detail/Software-developer-Isolusa-New-York-NY-10036/10132687/5578
C# and datawarehouse developer,The Astor Group,"New York, NY",3 weeks ago,50 % C#/web application 50% Database Development -Needs C# application development. -Ideally the candidate started with C # or .net,https://www.dice.com/jobs/detail/C%23-and-datawarehouse-developer-The-Astor-Group-New-York-NY-10001/10112409/6326854
Senior Data Scientist,Custom Staffing,"New York, NY",2 weeks ago,Job Description Seeking a Data Scientist to join our Data Insights team. This role is a hands-on engineering and researching,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Custom-Staffing-New-York-NY-10001/10301087/6179828
Senior Desktop Engineer...,Ascend It Staffing,"New York, NY",1 year ago,We are searching for Senior Desktop Engineers to support small trading environments. This role is primarily supporting the desktop...,https://www.dice.com/jobs/detail/Senior-Desktop-Engineer-%28infrastructure%2C-trade-floor%29-Ascend-It-Staffing-New-York-NY-10001/90891272/1088d
Windows Systems Admin,Shain Associates,"New York, NY",1 week ago,Position Summary Information Essential Duties Summary • • Manage and take responsibility for the performance of the...,https://www.dice.com/jobs/detail/Windows-Systems-Admin-Shain-Associates-New-York-NY-10027/10145990/834548
Node.JS Full Stack Developer,Canyon Associates,"New York, NY",1 week ago,Full-Stack Developer- must have Node.JS Javascript and an OOP language with Java/C++/Go or C# Other frameworks like...,https://www.dice.com/jobs/detail/Node.JS-Full-Stack-Developer-Canyon-Associates-New-York-NY-10001/10194528/008nodejs
Business Requirements Analyst,OperationIT,"New York, NY",1 week ago,*This role is with a non-profit client in Astoria and not in a typical corporate setting The Business Requirements Analyst's,https://www.dice.com/jobs/detail/Business-Requirements-Analyst-OperationIT-New-York-NY-10001/10107041/6335065
DevOps L2 Support,HCL America Inc.,"New York, NY",1 week ago,HCL Technologies is a next-generation global technology company that helps enterprises reimagine their businesses for the digital age....,https://www.dice.com/jobs/detail/DevOps-L2-Support-HCL-America-Inc.-New-York-NY-10001/hcl001APP/6338398
Director of Engineering,Ondawa Group,"New York, NY",1 week ago,Director of Engineering Call direct for fast service: Joyce Schiffer - 203-241-2655 I work directly with the hiring manager. As,https://www.dice.com/jobs/detail/Director-of-Engineering-Ondawa-Group-New-York-NY-10001/90756068/6241142
Ellucian Banner...,Paradigm Partners LLC,"New York, NY",1 week ago,"Job Summary/Basic Function: Work with various units of the college to support their functions using appropriate technology, primarily...",https://www.dice.com/jobs/detail/Ellucian-Banner-Developer%26%2347Prestigious-Institution-Paradigm-Partners-LLC-New-York-NY-10027/10221476/TCBanner
Enterprise Agile Scrum Master,CV Project LLC,"New York, NY",3 days ago,**** Must have worked in 2 different environments as a Scrum Master and 3 years as a Scrum Master or,https://www.dice.com/jobs/detail/Enterprise-Agile-Scrum-Master-CV-Project-LLC-New-York-NY-10001/90767726/6304624
eCommerce Technical Program...,CV Project LLC,"New York, NY",3 days ago,"Director, Program Management with strong delivery experience of large multifunctional projects/programs, with strong IT (application...",https://www.dice.com/jobs/detail/eCommerce-Technical-Program-Manager-%28SAP-Hybris%29-CV-Project-LLC-New-York-NY-10001/90767726/6306967
Mobile Cross-Platform Developer,CyberCoders,"New York, NY",2 days ago,"Minimum Required Skills: Cross-Platform, Android, Java, SWIFT, IOS, HTML5, CSS3 If you are a Mobile Cross-Platform Developer with...",https://www.dice.com/jobs/detail/Mobile-Cross%26%2345Platform-Developer-CyberCoders-New-York-NY-10001/cybercod/AB4%26%23451561062103
Reliability Engineer - M,Next Step Systems,"New York, NY",23 hours ago,"Reliability Engineer As a member of this versatile group of Full Stack Engineers, the Reliability Engineer will be on the",https://www.dice.com/jobs/detail/Reliability-Engineer-%26%2345-M-Next-Step-Systems-New-York-NY-10001/NEXIL001/6330061
Sr. PM for a well-known healthcare...,GTechNY,"New York, NY",20 hours ago,A well-known and establish healthcare intelligence firm is looking for a Senior Project Manager. You should have full awareness of,https://www.dice.com/jobs/detail/Sr.-PM-for-a-well%26%2345known-healthcare-firm-GTechNY-New-York-NY-10001/10113301/spmhc
Client Partner Banking Financial,JConnect Inc,"New York, NY",19 hours ago,Title CSE - BFS Location East Coast (preferably Boston) Hire Type Full Time Perm Travel Travel will vary depending on,https://www.dice.com/jobs/detail/Client-Partner-Banking-Financial-JConnect-Inc-New-York-NY-10001/91074902/6321772
Help Desk Analyst,Hyatt Leader,"New York, NY",20 hours ago,. Highly proficient at troubleshooting and administering Mac s and Windows Excellent customer service skills a must. Strong...,https://www.dice.com/jobs/detail/Help-Desk-Analyst-Hyatt-Leader-New-York-NY-10001/hyattldr/KB72219
IT Support Engineer - Executive...,Kforce Technology Staffing,"New York, NY",11 hours ago,RESPONSIBILITIES: Kforce is working with a global asset management firm with over $40 billion AUM and a broad range of,https://www.dice.com/jobs/detail/IT-Support-Engineer-%26%2345-Executive-Support-Kforce-Technology-Staffing-New-York-NY-10019/kforcecx/ITAQG1856798
Technical Business Executive,Piper Companies,"New York, NY",10 hours ago,Piper Companies is currently looking for a Technical Business Executive to support the North America/Latin America regions of our...,https://www.dice.com/jobs/detail/Technical-Business-Executive-Piper-Companies-New-York-NY-07093/10430981/9550
Senior Build Systems Engineer -...,Kforce Technology Staffing,"New York, NY",10 hours ago,"RESPONSIBILITIES: Kforce has a client in search of a Senior Build Systems Engineer - CI/CD in New York, NY. Summary:",https://www.dice.com/jobs/detail/Senior-Build-Systems-Engineer-%26%2345-CI%26%2347CD-Kforce-Technology-Staffing-New-York-NY-10001/kforcecx/ITAQG1865998
Senior Android BSP Engineer,Kforce Technology Staffing,"New York, NY",10 hours ago,"RESPONSIBILITIES: Kforce has a client in search of a Senior Android BSP Engineer in New York, NY. Key Tasks: *",https://www.dice.com/jobs/detail/Senior-Android-BSP-Engineer-Kforce-Technology-Staffing-New-York-NY-10001/kforcecx/ITAQG1865940
Software engineer I,Modis,"New Brighton, MN",9 hours ago,Develop and review documentation ensuring they meet company quality standards. Completing assigned tasks with supervision and in...,https://www.dice.com/jobs/detail/Software-engineer-I-Modis-New-Brighton-MN-55112/modfl001a/US_EN_6_913330_1317223
.Net Developer,Collabera,"New York, NY",5 days ago,"New York, New York Skills : .NET, SQL,Angular,MVC,Javascript,HTML,CSS Description : Collabera currently has an opening for a junior...",https://www.dice.com/jobs/detail/.Net-Developer-Collabera-New-York-NY-10007/gciow/226565
Business Development / Sales...,Precision System Design Inc.,"New York, NY",1 day ago,Our direct client is seeking several Directors of Business Development / Sales Directors around the country. The right sales...,https://www.dice.com/jobs/detail/Business-Development-%26%2347-Sales-Director-Precision-System-Design-Inc.-New-York-NY-10001/precisn/3954DI
Portfolio Construction Team:...,BlackRock,"New York, NY",30 minutes ago,Description About this role Are you interested in building innovative technology that shapes the financial markets? Do you like...,https://www.dice.com/jobs/detail/Portfolio-Construction-Team%3A-Full%26%2345Stack-Software-Engineer-%28Java-%26%2347-JavaScript-%26%2347Angular-%26%2347-React%29-BlackRock-New-York-NY-10055/appblok/5221_R190567
UI Developer,"CGI Group, Inc.","New York, NY",30 minutes ago,Meet our professionals CGI: A place to build an IT career Position Description: CGI is seeking candidates for a Mid,https://www.dice.com/jobs/detail/UI-Developer-CGI-Group%2C-Inc.-New-York-NY-10007/appblok/2185_J1019%26%23451010
Senior Principal - Business...,Infosys Technologies Ltd,"New York, NY",2 hours ago,"Senior Principal FS Infosys Consulting Infosys Consulting, the management and technology consulting unit of Infosys Ltd, is seeking...",https://www.dice.com/jobs/detail/Senior-Principal-%26%2345-Business-Consulting-Infosys-Technologies-Ltd-New-York-NY-10001/10204393/47930BR
Senior Principal - Business...,Infosys Technologies Ltd,"New York, NY",2 hours ago,"Senior Principal Enterprise Insights Financial Services, Infosys Consulting Infosys Consulting, the management and technology...",https://www.dice.com/jobs/detail/Senior-Principal-%26%2345-Business-Consulting-Infosys-Technologies-Ltd-New-York-NY-10001/10204393/48752BR
Infrastructure Engineer,"CGI Group, Inc.","New Orleans, LA",27 minutes ago,Meet our professionals CGI: An employer of choice Position Description: CGI currently has an opening within our Oil and Gas,https://www.dice.com/jobs/detail/Infrastructure-Engineer-CGI-Group%2C-Inc.-New-Orleans-LA-70130/appblok/2185_J1219%26%23450282
Java/J2EE,"CGI Group, Inc.","New York City, NY",24 minutes ago,Meet our professionals CGI: An employer of choice Position Description: Hands-on Senior Developer(8+ years) with experience in...,https://www.dice.com/jobs/detail/Java%26%2347J2EE-CGI-Group%2C-Inc.-New-York-City-NY-10008/appblok/2185_J1019%26%23450271
Axiom Developer,"CGI Group, Inc.","New York, NY",29 minutes ago,Meet our professionals CGI: An employer of choice Position Description: This position requires Hands on development of AXIOM (9.x)...,https://www.dice.com/jobs/detail/Axiom-Developer-CGI-Group%2C-Inc.-New-York-NY-10007/appblok/2185_J1219%26%23451193
Senior Technical Analyst,"CGI Group, Inc.","New York, NY",26 minutes ago,Position Description: Position Description The CGI Trade and Finance group is seeking a skilled Technical Analyst as a knowledgeable...,https://www.dice.com/jobs/detail/Senior-Technical-Analyst-CGI-Group%2C-Inc.-New-York-NY-10007/appblok/2185_J1019%26%23450571
Senior Cloud Architect,Gambit Technologies Inc,"New York, NY",1 day ago,Summary One of the most successful and tech-driven hedge funds in the world is seeking a senior Windows platform architect,https://www.dice.com/jobs/detail/Senior-Cloud-Architect-Gambit-Technologies-Inc-New-York-NY-10001/10116662/AC5033951120
ServiceNow - Account Executive,Nelson Frank,"New York City, NY",8 minutes ago,Your new company Come work for a growing elite ServiceNow partner that has grown their market through taking to look,https://www.dice.com/jobs/detail/ServiceNow-%26%2345-Account-Executive-Nelson-Frank-New-York-City-NY-10001/10371697X/12354547%26%2345242
ServiceNow - Account Executive,Nelson Frank,"New York City, NY",8 minutes ago,Your new company This company wants to create a catalyze for next year and they want to add you to,https://www.dice.com/jobs/detail/ServiceNow-%26%2345-Account-Executive-Nelson-Frank-New-York-City-NY-10001/10371697X/12454634%26%2345189
Sr. Full Stack (Java) Developer,Info Origin Inc.,"New York, NY",3 weeks ago,Ready for a new opportunity? For Great Position must Apply! Who can apply? Candidate must have: a) Java b) UI,https://www.dice.com/jobs/detail/Sr.-Full-Stack-%28Java%29-Developer-Info-Origin-Inc.-New-York-NY-10001/10460158/6336651
.NET (Full Stack) and Database...,New York Technology Partners,"New York, NY",3 weeks ago,"Dear CANDIDATE, Client : Bank Location: Mid Town NYC Total Positions : 2 (Specific tech stack for positions described below)",https://www.dice.com/jobs/detail/.NET-%28Full-Stack%29-and-Database-Developers-%3A-Bank-New-York-Technology-Partners-New-York-NY-10001/10119106/6326212
