title,company,location,posted_time,description,link
Sr ETL Data Engineer,Canyon Associates,"New York, NY",1 week ago,SR Data Engineer- ETL and with Python and or PySpark Must be strong in SQL and Relation Database Also must,https://www.dice.com/jobs/detail/Sr-ETL-Data-Engineer-Canyon-Associates-New-York-NY-10001/10194528/0008etldata
Ruby on Rails engineer,Eliassen Group,"New York City, NY",1 week ago,"Ruby on Rails Engineer New York, NY Pay: $50.00-$60.00 or up to $140,000.00 salary Contract: 6+ month contract to hire",https://www.dice.com/jobs/detail/Ruby-on-Rails-engineer-Eliassen-Group-New-York-City-NY-10001/10444409/6322644
Data Engineer at Quantitative...,Cypress Group,"New York, NY",7 days ago,50 Person Quantitative Hedge fund is looking for a data engineer with strong experience in Python: Qualifications: - 2+ years,https://www.dice.com/jobs/detail/Data-Engineer-at-Quantitative-Hedge-Fund-Cypress-Group-New-York-NY-10001/10121728/6339571
Data Scientist,Nationaldebtrelief.com,"New York, NY",1 week ago,"Data Scientistat National Debt Relief New York, New York Who We’re Looking For: National Debt Relief (NDR) is currently seeking",https://www.dice.com/jobs/detail/Data-Scientist-Nationaldebtrelief.com-New-York-NY-10001/RTX1c593a/6331487
Senior Back End Engineer,Strategic Employment Partners,"New York, NY",2 weeks ago,A health and wellness company located in SoHo Manhattan is currently looking for a Back End Engineer. The ideal candidate,https://www.dice.com/jobs/detail/Senior-Back-End-Engineer-Strategic-Employment-Partners-New-York-NY-10001/10285482/6142801
Data Scientist - M,Next Step Systems,"New York, NY",23 hours ago,Data Scientist Ready to hire! Fantastic opportunity with a very successful company with cutting-edge technology and a staff consisting...,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-M-Next-Step-Systems-New-York-NY-10001/NEXIL001/6330057
Reliability Engineer - Systems - M,Next Step Systems,"New York, NY",23 hours ago,Reliability Engineer - Systems Fantastic opportunity with a very successful company with cutting-edge technology and a staff...,https://www.dice.com/jobs/detail/Reliability-Engineer-%26%2345-Systems-%26%2345-M-Next-Step-Systems-New-York-NY-10001/NEXIL001/6330063
"Systems Engineer, Platform &...",Next Step Systems,"New York, NY",23 hours ago,"Systems Engineer, Platform & Virtualization Engineering Ready to hire! Fantastic opportunity with a very successful company with...",https://www.dice.com/jobs/detail/Systems-Engineer%2C-Platform-%26-Virtualization-Engineering-%26%2345-M-Next-Step-Systems-New-York-NY-10001/NEXIL001/6330062
Senior Platform Engineer,CyberCoders,"New York, NY",21 hours ago,"Minimum Required Skills: Platform Architecture, Python, Microservices, GraphQL/Graphene, NoSQL, Google App Engineer/Google Datastore,...",https://www.dice.com/jobs/detail/Senior-Platform-Engineer-CyberCoders-New-York-NY-10001/cybercod/KH4%26%23451562473102
DevOps Engineer,CyberCoders,"New York, NY",2 days ago,"Minimum Required Skills: Devops, Python, Shell scripts, AWS, CI/CD, Terraform, Kubernetes, Argo, CircleCi Based in New York City, NY,...",https://www.dice.com/jobs/detail/DevOps-Engineer-CyberCoders-New-York-NY-10001/cybercod/AR4%26%23451562761101
Product Manager - Alternative...,CyberCoders,"New York, NY",2 days ago,"Minimum Required Skills: Java, Python, Technical Writing, API specs If you are a Product Manager - Alternative Assets with experience,",https://www.dice.com/jobs/detail/Product-Manager-%26%2345-Alternative-Assets-CyberCoders-New-York-NY-10001/cybercod/KW2%26%23451556343107
DevOps Engineer,CyberCoders,"New York, NY",21 hours ago,"Minimum Required Skills: Devops, Python, Shell scripts, AWS, CI/CD, Terraform, Kubernetes, Argo, CircleCi Based in New York City, NY,...",https://www.dice.com/jobs/detail/DevOps-Engineer-CyberCoders-New-York-NY-10001/cybercod/AR4%26%23451561215103
Senior/Staff Data Engineer -...,CyberCoders,"New York, NY",2 days ago,"Minimum Required Skills: Database Architecture, Data Infrastructure, Analytics Optimization, SQL, Python, ETL, AWS, Linux, Docker Do...",https://www.dice.com/jobs/detail/Senior%26%2347Staff-Data-Engineer-%26%2345-HealthTech-Data-Applications-CyberCoders-New-York-NY-10001/cybercod/IE1%26%23451563329101
UC Automation Engineer,Infinity Consulting Solutions,"New York, NY",11 hours ago,Job Description - UC Automation Engineer Responsibilities Partner with Lead and Sr UC engineers on the deployment of a new,https://www.dice.com/jobs/detail/UC-Automation-Engineer-Infinity-Consulting-Solutions-New-York-NY-10001/10143403/19%26%234507020
Senior Devops Engineer,Infinity Consulting Solutions,"New York, NY",11 hours ago,Job Description - Senior Devops Engineer Our client is a tech startup that have revolutionized the way REITs and investors,https://www.dice.com/jobs/detail/Senior-Devops-Engineer-Infinity-Consulting-Solutions-New-York-NY-10001/10143403/19%26%234506944
BigFix Developer,Collabera,"Guttenberg, NJ",9 hours ago,"Guttenberg, New Jersey Skills : BigFix Suite,PowerShell ,Perl,Python,SQL,Windows ,Unix ,TCP/IP ,VMWare ,virtualization Description :...",https://www.dice.com/jobs/detail/BigFix-Developer-Collabera-Guttenberg-NJ-07093/gciow/225594
DevOps Engineer,Modis,"Jersey City, NJ",9 hours ago,"Position Title: DevOps Engineer Location: Jersey City, NJ Terms of Employment: Contract-to-hire with contract period of 6 months*Temp...",https://www.dice.com/jobs/detail/DevOps-Engineer-Modis-Jersey-City-NJ-07302/modfl001a/US_EN_6_913330_1084752
Senior Principal - Business...,Infosys Technologies Ltd,"New York, NY",2 hours ago,"Senior Principal Enterprise Insights Financial Services, Infosys Consulting Infosys Consulting, the management and technology...",https://www.dice.com/jobs/detail/Senior-Principal-%26%2345-Business-Consulting-Infosys-Technologies-Ltd-New-York-NY-10001/10204393/48752BR
Technical Program Manager I,"The Judge Group, Inc.","New York City, NY",9 hours ago,"Location: New York City, NY Description: Our client is currently seeking a Technical Program Manager I The Client is working",https://www.dice.com/jobs/detail/Technical-Program-Manager-I-The-Judge-Group%2C-Inc.-New-York-City-NY-10001/cxjudgpa/639008
Portfolio Construction Team:...,BlackRock,"New York, NY",34 minutes ago,Description About this role Are you interested in building innovative technology that shapes the financial markets? Do you like...,https://www.dice.com/jobs/detail/Portfolio-Construction-Team%3A-Full%26%2345Stack-Software-Engineer-%28Java-%26%2347-JavaScript-%26%2347Angular-%26%2347-React%29-BlackRock-New-York-NY-10055/appblok/5221_R190567
Sr. Software Engineer,BlackRock,"New York, NY",27 minutes ago,Description About this role BlackRock is one of the world's preeminent asset management firms and a premier provider of global,https://www.dice.com/jobs/detail/Sr.-Software-Engineer-BlackRock-New-York-NY-10055/appblok/5221_R192904
Junior DevOps Engineer,Gambit Technologies Inc,"New York, NY",1 day ago,Summary: A globally known enterprise software company is looking for a Junior DevOps Engineers to join their Site Reliability team.,https://www.dice.com/jobs/detail/Junior-DevOps-Engineer-Gambit-Technologies-Inc-New-York-NY-10001/10116662/JP941430104
Data Engineer,Fahrenheit IT,"New York, NY",1 day ago,"Id: 175877 Location: New York, NY Job Type: Direct Hire Job Description Client is seeking a Senior Engineer to join",https://www.dice.com/jobs/detail/Data-Engineer-Fahrenheit-IT-New-York-NY-10001/10111360/175877
Software Development Team Lead,Micro Data Systems Inc,"Nyc, NY",1 month ago,Our client is seeking a Software Development Team Lead to work in our HQ in NYC. You'll have the opportunity,https://www.dice.com/jobs/detail/Software-Development-Team-Lead-Micro-Data-Systems-Inc-Nyc-NY-10001/10113638/19%26%234500165
Senior Cloud Architect,Vitech Systems Group Inc,"New York, NY",3 weeks ago,Title: Senior Cloud Architect| Location: New York About Vitech Vitech Systems Group is a leading provider of group administration...,https://www.dice.com/jobs/detail/Senior-Cloud-Architect-Vitech-Systems-Group-Inc-New-York-NY-10001/10125600/593
UI Developer,Eclaro,"Jersey City, New Jersey",3 weeks ago,Job Description: Responsibilities: Develop new user-facing functionality using responsible web design principles Maintain and improve...,https://www.dice.com/jobs/detail/UI-Developer-Eclaro-Jersey-City-New+Jersey-/ndi/19%26%234509189
RPA Developer,Softova Inc,"Edison, NJ",3 weeks ago,RPA Developer with UIPath: Design and test automation workflows using UIPath as Robotic Process Automation (RPA) tool. Assist with...,https://www.dice.com/jobs/detail/RPA-Developer-Softova-Inc-Edison-NJ-75201/10410484/ENJ%26%2345112019
Cloud Software Engineer,Eclaro,"New York, NY",2 weeks ago,Eclaro International is currently recruiting for Cloud Engineer for one of our financial services clients. Job Description:...,https://www.dice.com/jobs/detail/Cloud-Software-Engineer-Eclaro-New-York-NY-10007/ndi/19%26%234508841
Sr. SWEG/Full Stack Developer,Pencom Systems Incorporated,"New York, NY",2 weeks ago,Sr. SWEG/Full Stack Developer New York We are: A NYC tech startup that is focused on supporting progressive politics and.,https://www.dice.com/jobs/detail/Sr.-SWEG%26%2347Full-Stack-Developer-Pencom-Systems-Incorporated-New-York-NY-10001/pencom/BH%26%23452141
Site Reliability Engineer,Edkal Technologies pvt ltd,"New York, NY",1 month ago,"We are looking for Site Reliability Engineer (SRE) who runs, maintains and improves the service/product against established Service...",https://www.dice.com/jobs/detail/Site-Reliability-Engineer-Edkal-Technologies-pvt-ltd-New-York-NY-08540/91078996/6183755
Software Developer In Test,Next Step Staffing,"New York, NY",1 month ago,Software firm building analytics and forecasting products is seeking a Senior Automation Engineer with coding experience. You will be...,https://www.dice.com/jobs/detail/Software-Developer-In-Test-Next-Step-Staffing-New-York-NY-10018/10493870/Autojavs
Senior SQL BI Engineer,Grant-Peters Associates,"New York, NY",3 weeks ago,"Our client, an extremely successful global hedge fund, is looking for a Senior SQL BI Engineer to work directly with",https://www.dice.com/jobs/detail/Senior-SQL-BI-Engineer-Grant%26%2345Peters-Associates-New-York-NY-10001/gpany/6191558
Senior Security Engineer,Barclay Simpson Executive Search Inc.,"Great Neck, NY",2 weeks ago,Job Overview: Barclay Simpson is partnered with a global technology company who is looking for a Cyber Security Engineer to,https://www.dice.com/jobs/detail/Senior-Security-Engineer-Barclay-Simpson-Executive-Search-Inc.-Great-Neck-NY-11020/91097978/NFM%26%2345170975
Senior Software Engineer,The Atlantic Group,"New York, NY",1 month ago,Senior Software Engineer Our client is a leading Asset Management/Trading firm in midtown NYC. They are constantly seeking strong OO,https://www.dice.com/jobs/detail/Senior-Software-Engineer-The-Atlantic-Group-New-York-NY-10001/10513353/6199178
Senior Software Development...,Marshwinds International Inc.,"New York, NY",2 months ago,Our direct client is looking to hire a Senior Software Engineer in Test Description Our client's data is their life,https://www.dice.com/jobs/detail/Senior-Software-Development-Engineer-in-Test-%28SDET%29-Marshwinds-International-Inc.-New-York-NY-10001/10203811/6287438
Azure Administrator,Luxoft USA Inc,"Weehawken, NJ",2 weeks ago,Project Description: The Microsoft Azure Platform Support (MAPS) team is a dedicated function that resides under the Technology...,https://www.dice.com/jobs/detail/Azure-Administrator-Luxoft-USA-Inc-Weehawken-NJ-07086/newageny/6310673
Senior Data Specialist,Access Staffing,"New York, NY",2 weeks ago,Senior Data Specialist Fast growing global NYC technology firm has all new opportunity for Senior Data Specialist/ Architect for newly,https://www.dice.com/jobs/detail/Senior-Data-Specialist-Access-Staffing-New-York-NY-10017/accperny/172102
Lead IT Engineer,Talent Analytix LLC,"New York, NY",2 weeks ago,Lead IT Engineer New York Up to $150k per annum dependent on experience plus excellent benefits Our client is a,https://www.dice.com/jobs/detail/Lead-IT-Engineer-Talent-Analytix-LLC-New-York-NY-10001/90963007/6336225
Cloud DevOps Engineer,Axtria,"Berkeley Heights, NJ",3 weeks ago,Cloud DevOps Engineer Introduction Axtria is a global provider of cloud software and data analytics to the Life Sciences industry.,https://www.dice.com/jobs/detail/Cloud-DevOps-Engineer-Axtria-Berkeley-Heights-NJ-07922/10488888/STACG%26%23455
Product Support Engineer L2,Scienaptic Systems Inc,"New York, NY",2 months ago,"Job Title: Product Support Engineer L2 Job Type: Fulltime Permanent Location: New York City, NY Job Description: - We are",https://www.dice.com/jobs/detail/Product-Support-Engineer-L2-Scienaptic-Systems-Inc-New-York-NY-10001/RTX1c2d08/6277918
Data Scientist (NLP),Apidel Technologies,"Jersey City, NJ",1 week ago,One of top 10 Analytics Consulting and Operations Management firms in the world is actively hiring Data Scientist in Jersey,https://www.dice.com/jobs/detail/Data-Scientist-%28NLP%29-Apidel-Technologies-Jersey-City-NJ-07097/10509960/337_K4
Mid-level Incident Responder/Cyber...,Forrest Solutions,"New York, NY",1 week ago,"Cyber security client is an information security consulting and engineering firm, specializing in on-site network vulnerability...",https://www.dice.com/jobs/detail/Mid%26%2345level-Incident-Responder%26%2347Cyber-Security-remote-Forrest-Solutions-New-York-NY-10001/10106419/6341092
Sr. Security Analyst,Forrest Solutions,"New York, NY",1 week ago,"A minimum of 3-10years of experience in an information technology security role, or equivalent work experience in other areas of",https://www.dice.com/jobs/detail/Sr.-Security-Analyst-Forrest-Solutions-New-York-NY-10001/10106419/6341061
Red Hat Enterprise Linux ( RHEL )...,"Avenues International, Inc.","New York, NY",1 week ago,"Role: Red Hat Enterprise Linux (RHEL) Administrator Location: NYC, NY Job Type: Fulltime Permanent Primary Responsibilities include:...",https://www.dice.com/jobs/detail/Red-Hat-Enterprise-Linux-%28-RHEL-%29-Administrator-Avenues-International%2C-Inc.-New-York-NY-10001/avenj001/FISA2
Decision Analyst - data scientist...,Global Business Consulting Services,"New York, NY",1 week ago,"Job description Sr. Manager - Decision Analyst Our client is a leading provider of retirement and insurance products and services,",https://www.dice.com/jobs/detail/Decision-Analyst-%26%2345-data-scientist-%26%2345-Sr.-Manager-Global-Business-Consulting-Services-New-York-NY-10001/10115799/MA_Decision_NY
Sr. Datawarehouse ETL developer,Bridget Morgan llc,"Nyc, NY",1 week ago,"What will you do? Work closely with cross-functional business, product, analytics and BI teams to understand and capture requirements...",https://www.dice.com/jobs/detail/Sr.-Datawarehouse-ETL-developer-Bridget-Morgan-llc-Nyc-NY-10001/10525185/6298635
"Quant Software Engineer - C++, C#",The Forum Group,"Morristown, NJ",1 month ago,"International, Investment Advisory firm seeks a strong, well rounded Sr. Quantitative Software Engineer. We require a hands-on person...",https://www.dice.com/jobs/detail/Quant-Software-Engineer-%26%2345-C%2B%2B%2C-C%23-The-Forum-Group-Morristown-NJ-07960/forumper/NGF486
Quantitative Data Engineer,The Forum Group,"Morristown, NJ",1 month ago,"Financial, Investment Advisory firm seeks a strong, well rounded Data Engineer with solid Quantitative, Programming and Database...",https://www.dice.com/jobs/detail/Quantitative-Data-Engineer-The-Forum-Group-Morristown-NJ-07960/forumper/NGF491
Full Stack Web Developer,Cardinal Integrated Technologies Inc,"Parsippany-troy Hills, NJ",7 days ago,"Role: Full Stack Web Developer Location: Parsippany, NJ Duration: Full Time Mode of interview: Skype & In-person Visa: Those...",https://www.dice.com/jobs/detail/Full-Stack-Web-Developer-Cardinal-Integrated-Technologies-Inc-Parsippany%26%2345troy-Hills-NJ-/10121181/6303775
UI Programmer,JK Partners Inc,"Ny, NY",7 days ago,. The manager and one other server side programmer make up this current team. This developer they hire would be,https://www.dice.com/jobs/detail/UI-Programmer-JK-Partners-Inc-Ny-NY-10001/10379290/6194957
Credit Risk Analyst,Syfter,"New York, NY",7 days ago,Our Financial Services client is seeking a qualified Credit Risk Analyst with the following: Impeccable academic credentials with a...,https://www.dice.com/jobs/detail/Credit-Risk-Analyst-Syfter-New-York-NY-10001/91012142/6334839
Quantitative Researcher/Developer,Perennial Resources International,"New York, NY",4 days ago,Our growing mid - frequency equity stat arb client in midtown has an opening for a Quantitative Researcher/Developer to join,https://www.dice.com/jobs/detail/Quantitative-Researcher%26%2347Developer-Perennial-Resources-International-New-York-NY-10001/10124617/6243490
Site Reliability...,Perennial Resources International,"New York, NY",4 days ago,ROLE CAN BE BASED IN NEW YORK CITY OR CHICAGO. NO REMOTE WORK. Our top-end investment client has an immediate,https://www.dice.com/jobs/detail/Site-Reliability-Engineer%26%2345Financial-Services-Perennial-Resources-International-New-York-NY-10001/10124617/PRI%26%2345SRE%26%2345NY%26%2345CHI
Software Developer,DBI Staffing,"New York, NY",3 days ago,Responsibilities: Deliver scalable and fault tolerant trading systems with a focus on high throughput and availability Significantly...,https://www.dice.com/jobs/detail/Software-Developer-DBI-Staffing-New-York-NY-10017/10180559/5832
Sr. PHP Developer,Norgate Technology Inc,"New York, NY",3 days ago,************ No Third Party Firms*********** U.S. Citizens and those authorized to work in the U.S. are encouraged to apply....,https://www.dice.com/jobs/detail/Sr.-PHP-Developer-Norgate-Technology-Inc-New-York-NY-10001/norny001/042216%26%23451
Quantitative Software Engineer - M,Next Step Systems,"New York, NY",23 hours ago,Quantitative Software Engineer Seeking exceptional Quantitative Software Engineers with advanced mathematical and statistical...,https://www.dice.com/jobs/detail/Quantitative-Software-Engineer-%26%2345-M-Next-Step-Systems-New-York-NY-10001/NEXIL001/6330058
Infrastructure Engineer,Green Key Resources,"New York, NY",19 hours ago,We are seeking DevOps Engineers to take on the challenge of engineering solutions for scale and performance while providing strong,https://www.dice.com/jobs/detail/Infrastructure-Engineer-Green-Key-Resources-New-York-NY-10001/10215771/6175156
Senior J2EE Architect,Maxus Technology USA LLC,"New York, NY",14 hours ago,"We are currently seeking a Senior J2EE Architect Job Location: Lower Manhattan, New York Duration: Permanent Opportunity Requirement:...",https://www.dice.com/jobs/detail/Senior-J2EE-Architect-Maxus-Technology-USA-LLC-New-York-NY-10001/91096016/2412
Developer,MDMS Recruiting,"Morristown, NJ",20 hours ago,"Responsibilities: This position will support in house and hosted, development initiatives, that involve: Software development with...",https://www.dice.com/jobs/detail/Developer-MDMS-Recruiting-Morristown-NJ-07960/10501841/RM%26%23452296
DevOps Engineer,Gotham Technology,"New York, NY",19 hours ago,Our fast growing FinTech client in Midtown Manhattan is in need of a DevOps Engineer with significant experience with AWS.,https://www.dice.com/jobs/detail/DevOps-Engineer-Gotham-Technology-New-York-NY-10001/10486491/NW%26%2345DevOp
Java Developer,APN Consulting Inc,"New York, NY",19 hours ago,"DIRECT CLIENT REQUIREMENT Job Title: Java Developer Location: New York, NY Permanent Job description: Mid to Senior level developer,...",https://www.dice.com/jobs/detail/Java-Developer-APN-Consulting-Inc-New-York-NY-10001/10123488/19%26%234501034
Sr. Java Developer,APN Consulting Inc,"New York, NY",19 hours ago,"DIRECT CLIENT REQUIREMENT Job Title: Sr. Java Developer Permanent Location: New York, NY Job description: Mid to Senior level...",https://www.dice.com/jobs/detail/Sr.-Java-Developer-APN-Consulting-Inc-New-York-NY-10001/10123488/19%26%234500922
Senior J2EE Architect,The Edgewater Group LLC,"New York, NY",22 hours ago,Leading provider of Data Management services is seeking a senior J2EE Architect with strong database skills. Lower Manhattan location....,https://www.dice.com/jobs/detail/Senior-J2EE-Architect-The-Edgewater-Group-LLC-New-York-NY-10001/edgewtr/2011
Software Engineer,CyberCoders,"New York, NY",2 days ago,"Minimum Required Skills: Python, GIT, NoSQL If you are a Software Engineer with experience, please read on! Are you a",https://www.dice.com/jobs/detail/Software-Engineer-CyberCoders-New-York-NY-10001/cybercod/KW2%26%23451548432112
Sr. Software Engineer (PHP),CyberCoders,"Hoboken, NJ",21 hours ago,"Minimum Required Skills: SQL, PHP, Java, Python, GIT, API, Data Architecture, Docker, HIPAA If you are a Software Engineer with",https://www.dice.com/jobs/detail/Sr.-Software-Engineer-%28PHP%29-CyberCoders-Hoboken-NJ-07030/cybercod/JS25%26%23451549360112
Big Data Programmer,CyberCoders,"Weehawken, NJ",2 days ago,"Minimum Required Skills: Big Data Analytics, Cassandra, Data Engineer, NoSQL, Python, SPARK If you are a Big Data Programmer with",https://www.dice.com/jobs/detail/Big-Data-Programmer-CyberCoders-Weehawken-NJ-07086/cybercod/GY1%26%23451560693103
Cloud Engineer,CyberCoders,"Weehawken, NJ",2 days ago,"Minimum Required Skills: Azure, Kubernetes, Python, Docker, Cassandra If you are a Cloud Engineer with experience, please read on!...",https://www.dice.com/jobs/detail/Cloud-Engineer-CyberCoders-Weehawken-NJ-07086/cybercod/GY1%26%23451560714103
Software Engineer,CyberCoders,"New York City, NY",2 days ago,"Minimum Required Skills: Distributed Systems, Java, C#, Python, Angular, Vue, Azure, AWS, GCP, Google Cloud Platform If you are a",https://www.dice.com/jobs/detail/Software-Engineer-CyberCoders-New-York-City-NY-10001/cybercod/JC15%26%23451556880106
Senior Software Engineer,CyberCoders,"New York, NY",2 days ago,"Minimum Required Skills: Distributed Systems, Java, C#, Python, Angular, Vue, Azure, AWS, GCP, Google Cloud Platform If you are a",https://www.dice.com/jobs/detail/Senior-Software-Engineer-CyberCoders-New-York-NY-10001/cybercod/JC15%26%23451561485102
Solutions Architect,CyberCoders,"New York, NY",2 days ago,"Minimum Required Skills: HTTP, API, Node.js, Java, Python, API Integration, Finance If you are a Solutions Architect with experience,...",https://www.dice.com/jobs/detail/Solutions-Architect-CyberCoders-New-York-NY-10001/cybercod/SF2%26%23451562051102
ETL Developer,Infinity Consulting Solutions,Newark,11 hours ago,"Job Description - ETL Developer R esponsibilities Analyze requirements then design & develop applications to meet business needs,...",https://www.dice.com/jobs/detail/ETL-Developer-Infinity-Consulting-Solutions-Newark--07101/10143403/19%26%234507305
Data Architect,Infinity Consulting Solutions,"New York, NY",11 hours ago,Job Description - Data Architect Our client is a Not for profit company that is rapidly growing as a leader,https://www.dice.com/jobs/detail/Data-Architect-Infinity-Consulting-Solutions-New-York-NY-10001/10143403/19%26%234507335
Devops Analyst,MDMS Recruiting,"New York, NY",11 hours ago,"Devops Analyst Location: New York, NY Duration: 6 months to hire JOB DESCRIPTION My Direct client is seeking a devops",https://www.dice.com/jobs/detail/Devops-Analyst-MDMS-Recruiting-New-York-NY-10001/10501841/MS%26%23452295
Real World Evidence...,Kelly IT,"Parsippany, NJ",11 hours ago,Kelly Services' Outsourcing & Consulting Group has an opening for a Real World Evidence Analyst/Programmer in Pharmaceutical...,https://www.dice.com/jobs/detail/Real-World-Evidence-Analyst%26%2347Programmer-Kelly-IT-Parsippany-NJ-07005/10216736/US41JYSH_BH1652799
BI Consulting - SAP BW/SAP...,Recruit Professional Services,"Hackensack, NJ",10 hours ago,BI consulting position to help switch an existing data warehouse data feeds to SAP feeds (from S4/Hana and iDOC). Rate,https://www.dice.com/jobs/detail/BI-Consulting-%26%2345-SAP-BW%26%2347SAP-BI%26%2347SQL%26%2347SSIS-Recruit-Professional-Services-Hackensack-NJ-07643/90764204/395
Digital Systems Support Analyst,Recruit Professional Services,"Hackensack, NJ",10 hours ago,"Digital Systems Support Analyst Under direction of the Manager, Digital Transformation, the Digital Services Support Analyst will be...",https://www.dice.com/jobs/detail/Digital-Systems-Support-Analyst-Recruit-Professional-Services-Hackensack-NJ-07601/90764204/405
BI - SQL/SSRS/SSIS/SAP Developer,Recruit Professional Services,"Little Ferry, NJ",10 hours ago,2 Positions SQL Server SSIS Data Profiling Data Extraction from SAP Nice to Have Python and SAP IDOC #RecruitPS,https://www.dice.com/jobs/detail/BI-%26%2345-SQL%26%2347SSRS%26%2347SSIS%26%2347SAP-Developer-Recruit-Professional-Services-Little-Ferry-NJ-07643/90764204/356
Software Engineer (Cloud),Information Builders,"New York City, NY",11 hours ago,"We are looking for a Software Engineer to work on our recently launched, Information Builders Cloud. As a Software Engineer,",https://www.dice.com/jobs/detail/Software-Engineer-%28Cloud%29-Information-Builders-New-York-City-NY-10001/infnj001/697167487
BI Consulting - SAP BW/SAP...,Recruit Professional Services,"Hackensack, NJ",10 hours ago,BI consulting position to help switch an existing data warehouse data feeds to SAP feeds (from S4/Hana and iDOC). Rate,https://www.dice.com/jobs/detail/BI-Consulting-%26%2345-SAP-BW%26%2347SAP-BI%26%2347SQL%26%2347SSIS-Recruit-Professional-Services-Hackensack-NJ-07643/90764204/395
Digital Systems Support Analyst,Recruit Professional Services,"Hackensack, NJ",10 hours ago,"Digital Systems Support Analyst Under direction of the Manager, Digital Transformation, the Digital Services Support Analyst will be...",https://www.dice.com/jobs/detail/Digital-Systems-Support-Analyst-Recruit-Professional-Services-Hackensack-NJ-07601/90764204/405
IT Software/Application Developer...,"The Judge Group, Inc.","Morris, NJ",9 hours ago,"Location: Morris, NJ Salary: competitive Description: Our client is currently seeking an IT Software/Application Developer (646202) -...",https://www.dice.com/jobs/detail/IT-Software%26%2347Application-Developer-%28646202%29-%26%2345-FTE-The-Judge-Group%2C-Inc.-Morris-NJ-07950/cxjudgpa/646202
Infrastructure Engineer,iTech Solutions,"Greenwich, CT",moments ago,"Infrastructure Engineer - Full 100% Healthcare ! Job Description and Responsibilities In order to serve our growing customer base, we",https://www.dice.com/jobs/detail/Infrastructure-Engineer-iTech-Solutions-Greenwich-CT-06830/10111560/19%26%234501783
Technical Solutions Specialist III,"The Judge Group, Inc.","New York City, NY",9 hours ago,"Location: New York City, NY Description: Our client is currently seeking a Technical Solutions Specialist III for New York, NY",https://www.dice.com/jobs/detail/Technical-Solutions-Specialist-III-The-Judge-Group%2C-Inc.-New-York-City-NY-10001/cxjudgpa/641998
Security Engineer,"Mitchell Martin, Inc.","New York, NY",9 hours ago,"Our Client, a transglobal organization who provid es IT support, helpdesk and consultancy services , is seeking a Security Engineer",https://www.dice.com/jobs/detail/Security-Engineer-Mitchell-Martin%2C-Inc.-New-York-NY-10001/mitchmar1/124672
Software Engineer,"Mitchell Martin, Inc.","New York, NY",9 hours ago,"Our Client, an American company that empowers restaurants to own their presence, profits, and relationships, directly through their...",https://www.dice.com/jobs/detail/Software-Engineer-Mitchell-Martin%2C-Inc.-New-York-NY-10012/mitchmar1/124699
Senior RPA Development Engineer...,"The Judge Group, Inc.","Short Hills, NJ",9 hours ago,"Location: Short Hills, NJ Salary: Competitive Description: Our client is currently seeking a Senior RPA Development Engineer (640892)...",https://www.dice.com/jobs/detail/Senior-RPA-Development-Engineer-%28640892%29-The-Judge-Group%2C-Inc.-Short-Hills-NJ-07078/cxjudgpa/640892
Senior Data Developer,"The Judge Group, Inc.","Parsippany-troy Hills, NJ",9 hours ago,"Location: Parsippany-Troy Hills, NJ Salary: DOE Description: Our client is currently seeking a Senior Data Developer for a...",https://www.dice.com/jobs/detail/Senior-Data-Developer-The-Judge-Group%2C-Inc.-Parsippany%26%2345troy-Hills-NJ-07054/cxjudgpa/646065
Solution Architect,"Mitchell Martin, Inc.","Iselin, NJ",9 hours ago,"Our client, a financial services company, is seeking a Solution Architect. Location: Iselin NJ Position Type: Contract Summary of Work",https://www.dice.com/jobs/detail/Solution-Architect-Mitchell-Martin%2C-Inc.-Iselin-NJ-08830/mitchmar1/124587
Java / Web Developer,Solomon Page,"New York, NY",9 hours ago,Opportunity to join a great development team! Infrastructure Development is globally responsible for the design and development of...,https://www.dice.com/jobs/detail/Java-%26%2347-Web-Developer-Solomon-Page-New-York-NY-10019/solopft/129483
Site Reliability Engineer,Solomon Page,"New York, NY",9 hours ago,"Site Reliability Engineer opportunity with highly innovative technology company. Join a small, fast-paced, growing team....",https://www.dice.com/jobs/detail/Site-Reliability-Engineer-Solomon-Page-New-York-NY-10001/solopft/130325
Machine Learning / Artificial...,Solomon Page,"Hoboken, NJ",9 hours ago,Our client a Major Management Consulting firm is seeking a Machine Learning/Artificial Intelligence engineer that can assist building...,https://www.dice.com/jobs/detail/Machine-Learning-%26%2347-Artificial-Intelligence-Engineer-Solomon-Page-Hoboken-NJ-07030/solopft/129779
Backend Software Engineer...,Solomon Page,"New York, NY",9 hours ago,"Opportunity to work on new e-commerce Platform. As a software engineer on the e-commerce team, you will work on a",https://www.dice.com/jobs/detail/Backend-Software-Engineer-E%26%2345Commerce-Solomon-Page-New-York-NY-10001/solopft/130314
Cloud Solutions/Sales Engineer,Taos,"New York, NY",9 hours ago,"New York, NY Apply Now NO THIRD-PARTY VENDORS Taos is immediately hiring a Cloud Solution/Sales Engineer to join our Sales",https://www.dice.com/jobs/detail/Cloud-Solutions%26%2347Sales-Engineer-Taos-New-York-NY-10001/taosca/RgoeDaRoeV3Y
